DateKey,ProductAlternateKey,UnitCost,UnitsOut,InventoryOutValue
20080101,BK-R89B-44,1004.78,40,40191.2
20080101,BK-R89B-48,895.2,25,22380.0
20080101,BK-R89B-52,941.08,19,17880.52
20080101,BK-R89B-58,942.42,12,11309.039999999999
20080101,BK-R89R-58,1038.95,14,14545.300000000001
20080101,BK-T18U-44,190.17,9,1711.53
20080101,BK-T18U-50,166.88,40,6675.2
20080101,BK-T18U-54,172.01,29,4988.29
20080101,BK-T18U-58,187.56,23,4313.88
20080101,BK-T18U-62,205.59,7,1439.13
20080101,BK-T18Y-44,169.36,35,5927.6
20080101,BK-T18Y-50,185.55,26,4824.3
20080101,BK-T18Y-54,166.02,11,1826.22
20080101,BK-T18Y-58,164.47,6,986.8199999999999
20080101,BK-T18Y-62,169.1,37,6256.7
20080101,BK-T44U-46,410.75,12,4929.0
20080101,BK-T44U-50,394.84,13,5132.92
20080101,BK-T44U-54,357.77,43,15384.109999999999
20080101,BK-T44U-60,398.94,34,13563.96
20080101,BK-T79U-46,831.51,42,34923.42
20080101,BK-T79U-50,675.34,24,16208.16
20080101,BK-T79U-54,715.67,12,8588.039999999999
20080101,BK-T79U-60,682.8,45,30725.999999999996
20080101,BK-T79Y-46,466.16,38,17714.08
20080101,BK-T79Y-50,635.46,17,10802.82
20080101,BK-T79Y-54,645.21,5,3226.05
20080101,BK-T79Y-60,485.82,42,20404.44
20080101,FR-M21B-42,70.19,16,1123.04
20080101,FR-M21B-44,75.3,38,2861.4
20080101,FR-M21S-40,89.24,11,981.64
20080101,FR-M21S-42,78.04,26,2029.0400000000002
20080101,FR-M21S-52,78.89,14,1104.46
20080101,FR-M63S-40,116.07,30,3482.1
20080101,FR-M63S-42,118.93,30,3567.9
20080101,FR-M94B-38,411.22,5,2056.1000000000004
20080101,FR-M94B-42,347.45,17,5906.65
20080101,FR-M94S-38,425.86,11,4684.46
20080101,FR-M94S-46,457.71,6,2746.2599999999998
20080101,FR-R38B-52,148.41,16,2374.56
20080101,FR-R38B-58,126.63,10,1266.3
20080101,FR-R72Y-38,205.2,9,1846.8
20080101,FR-R72Y-44,185.43,24,4450.32
20080101,FR-R72Y-48,248.35,17,4221.95
20080101,FR-T67U-50,105.27,16,1684.32
20080101,FR-T67U-54,125.42,2,250.84
20080101,FR-T67Y-44,106.35,11,1169.85
20080101,FR-T67Y-50,103.19,15,1547.85
20080101,FR-T67Y-62,116.42,8,931.36
20080101,FR-T98U-54,293.71,18,5286.78
20080101,FR-T98U-60,345.87,11,3804.57
20080101,FR-T98Y-54,328.49,19,6241.31
20080101,FR-T98Y-60,294.71,10,2947.1
20080102,BK-M38S-38,328.64,1,328.64
20080102,BK-M38S-46,304.29,1,304.29
20080102,BK-M68B-38,711.73,3,2135.19
20080102,BK-M68S-42,716.87,2,1433.74
20080102,BK-R19B-52,224.94,1,224.94
20080102,BK-R64Y-40,482.98,1,482.98
20080102,BK-R79Y-40,706.37,2,1412.74
20080102,BK-R79Y-44,738.72,1,738.72
20080102,BK-R79Y-48,592.16,2,1184.32
20080102,BK-R89B-52,939.48,1,939.48
20080102,BK-T18U-54,171.96,1,171.96
20080102,BK-T18Y-54,165.92,1,165.92
20080102,BK-T79U-54,714.67,1,714.67
20080102,BK-T79U-60,686.01,1,686.01
20080102,BK-T79Y-46,465.04,1,465.04
20080102,BK-T79Y-50,635.84,1,635.84
20080102,BK-T79Y-60,485.53,1,485.53
20080103,BK-M68B-42,739.52,1,739.52
20080103,BK-M68B-46,638.89,8,5111.12
20080103,BK-M68S-42,717.3,1,717.3
20080103,BK-M68S-46,747.95,2,1495.9
20080103,BK-R19B-52,225.34,4,901.36
20080103,BK-R64Y-42,561.97,1,561.97
20080103,BK-R64Y-44,455.98,2,911.96
20080103,BK-R89B-52,935.16,1,935.16
20080103,BK-T44U-54,360.74,1,360.74
20080103,BK-T79U-46,837.42,1,837.42
20080103,BK-T79U-60,686.21,1,686.21
20080103,BK-T79Y-54,643.91,1,643.91
20080104,BK-M18B-42,157.84,1,157.84
20080104,BK-M18B-44,204.23,1,204.23
20080104,BK-M38S-38,330.58,1,330.58
20080104,BK-M38S-42,316.61,1,316.61
20080104,BK-M68B-38,710.87,2,1421.74
20080104,BK-M68B-46,640.04,1,640.04
20080104,BK-M68S-42,716.94,2,1433.88
20080104,BK-R19B-44,200.68,1,200.68
20080104,BK-R64Y-38,425.57,1,425.57
20080104,BK-R64Y-42,564.05,1,564.05
20080104,BK-R64Y-44,457.31,1,457.31
20080104,BK-R64Y-48,401.99,1,401.99
20080104,BK-R79Y-40,701.15,2,1402.3
20080104,BK-R79Y-42,554.23,1,554.23
20080104,BK-R89B-58,933.78,1,933.78
20080104,BK-R89R-58,1042.26,1,1042.26
20080104,BK-T18U-44,189.96,1,189.96
20080104,BK-T18U-58,189.65,1,189.65
20080104,BK-T18Y-50,184.16,1,184.16
20080104,BK-T44U-60,397.47,1,397.47
20080104,BK-T79Y-50,636.6,2,1273.2
20080105,BK-M38S-42,318.16,1,318.16
20080105,BK-M38S-46,305.02,1,305.02
20080105,BK-M68B-38,714.43,2,1428.86
20080105,BK-M68B-46,640.87,3,1922.6100000000001
20080105,BK-M68S-42,719.16,1,719.16
20080105,BK-M68S-46,748.02,2,1496.04
20080105,BK-R19B-44,201.41,3,604.23
20080105,BK-R19B-48,187.86,1,187.86
20080105,BK-R19B-52,226.49,2,452.98
20080105,BK-R64Y-42,565.57,1,565.57
20080105,BK-R64Y-44,457.26,1,457.26
20080105,BK-R79Y-40,698.28,1,698.28
20080105,BK-R79Y-48,593.1,1,593.1
20080105,BK-R89B-44,1006.99,1,1006.99
20080105,BK-T18Y-54,166.57,1,166.57
20080105,BK-T44U-50,389.69,2,779.38
20080105,BK-T44U-60,396.32,1,396.32
20080106,BK-M38S-46,304.72,1,304.72
20080106,BK-M68B-42,743.07,2,1486.14
20080106,BK-M68S-38,723.69,2,1447.38
20080106,BK-M68S-42,717.08,1,717.08
20080106,BK-M68S-46,747.5,2,1495.0
20080106,BK-R19B-48,187.29,1,187.29
20080106,BK-R19B-52,226.85,3,680.55
20080106,BK-R64Y-40,486.71,3,1460.1299999999999
20080106,BK-R64Y-42,566.03,1,566.03
20080106,BK-R64Y-44,455.57,1,455.57
20080106,BK-R79Y-48,590.37,1,590.37
20080106,BK-T18U-62,205.3,1,205.3
20080106,BK-T18Y-44,168.53,1,168.53
20080106,BK-T79Y-50,635.01,1,635.01
20080106,BK-T79Y-54,645.9,1,645.9
20080107,BK-M68B-42,742.85,1,742.85
20080107,BK-M68S-38,726.01,3,2178.0299999999997
20080107,BK-M68S-46,746.67,1,746.67
20080107,BK-R19B-44,201.57,1,201.57
20080107,BK-R19B-58,255.21,3,765.63
20080107,BK-R64Y-38,423.65,1,423.65
20080107,BK-R64Y-40,488.26,1,488.26
20080107,BK-R64Y-42,567.27,2,1134.54
20080107,BK-R79Y-44,744.25,2,1488.5
20080107,BK-R89B-44,1006.58,1,1006.58
20080107,BK-R89B-52,941.06,1,941.06
20080107,BK-R89B-58,932.28,1,932.28
20080107,BK-R89R-58,1042.46,1,1042.46
20080107,BK-T18U-54,172.16,1,172.16
20080107,BK-T44U-50,389.02,1,389.02
20080107,BK-T79U-46,845.06,1,845.06
20080107,BK-T79U-50,674.38,1,674.38
20080107,BK-T79U-60,678.35,1,678.35
20080107,BK-T79Y-46,468.96,2,937.92
20080107,BK-T79Y-54,649.0,1,649.0
20080107,BK-T79Y-60,487.03,1,487.03
20080108,BK-M38S-40,262.06,1,262.06
20080108,BK-M38S-46,303.95,1,303.95
20080108,BK-M68B-38,716.42,4,2865.68
20080108,BK-M68B-42,746.49,1,746.49
20080108,BK-M68S-42,712.14,3,2136.42
20080108,BK-M68S-46,743.24,2,1486.48
20080108,BK-R19B-44,201.1,1,201.1
20080108,BK-R19B-48,185.89,1,185.89
20080108,BK-R19B-58,254.04,1,254.04
20080108,BK-R64Y-48,401.46,1,401.46
20080108,BK-R79Y-48,588.95,1,588.95
20080108,BK-R89R-58,1046.21,1,1046.21
20080108,BK-T18U-50,166.06,1,166.06
20080108,BK-T18U-54,172.76,1,172.76
20080108,BK-T18U-62,204.54,1,204.54
20080108,BK-T18Y-50,183.39,1,183.39
20080108,BK-T18Y-58,165.54,2,331.08
20080108,BK-T44U-60,394.02,1,394.02
20080108,BK-T79U-50,677.68,1,677.68
20080108,BK-T79U-60,678.69,1,678.69
20080108,BK-T79Y-60,486.35,2,972.7
20080109,BK-M18B-40,206.04,1,206.04
20080109,BK-M18B-42,156.05,1,156.05
20080109,BK-M68B-38,715.48,2,1430.96
20080109,BK-M68S-38,729.93,2,1459.86
20080109,BK-M68S-42,715.48,1,715.48
20080109,BK-M68S-46,742.27,2,1484.54
20080109,BK-R19B-44,201.38,1,201.38
20080109,BK-R19B-48,185.87,2,371.74
20080109,BK-R19B-58,253.0,1,253.0
20080109,BK-R64Y-48,402.83,1,402.83
20080109,BK-R79Y-42,553.67,1,553.67
20080109,BK-R89B-48,906.32,1,906.32
20080109,BK-R89B-58,927.9,1,927.9
20080109,BK-T44U-50,386.11,1,386.11
20080109,BK-T79U-50,676.53,1,676.53
20080109,BK-T79Y-46,466.38,1,466.38
20080110,BK-M18S-48,72.87,1,72.87
20080110,BK-M38S-38,332.6,1,332.6
20080110,BK-M38S-42,319.34,1,319.34
20080110,BK-M38S-46,301.74,1,301.74
20080110,BK-M68B-38,714.77,1,714.77
20080110,BK-M68B-42,746.7,2,1493.4
20080110,BK-M68S-46,741.68,3,2225.04
20080110,BK-R19B-48,185.24,1,185.24
20080110,BK-R19B-58,254.21,1,254.21
20080110,BK-R64Y-38,422.17,1,422.17
20080110,BK-R64Y-40,493.41,1,493.41
20080110,BK-R79Y-40,703.81,3,2111.43
20080110,BK-T18U-44,189.01,1,189.01
20080110,BK-T18Y-62,168.1,1,168.1
20080110,BK-T44U-46,404.02,1,404.02
20080110,BK-T79U-50,678.56,1,678.56
20080110,BK-T79U-54,715.29,3,2145.87
20080110,BK-T79Y-60,483.63,3,1450.8899999999999
20080111,BK-M18B-48,175.11,1,175.11
20080111,BK-M18S-52,63.97,1,63.97
20080111,BK-M38S-40,261.64,1,261.64
20080111,BK-M68B-42,749.68,1,749.68
20080111,BK-M68S-42,718.28,2,1436.56
20080111,BK-M68S-46,743.31,4,2973.24
20080111,BK-R19B-48,186.11,1,186.11
20080111,BK-R64Y-38,422.59,1,422.59
20080111,BK-R64Y-44,453.43,1,453.43
20080111,BK-R79Y-42,551.23,2,1102.46
20080111,BK-R79Y-44,737.93,2,1475.86
20080111,BK-R89B-44,1003.84,1,1003.84
20080111,BK-R89B-58,923.63,1,923.63
20080111,BK-R89R-58,1047.87,1,1047.87
20080111,BK-T18U-44,188.63,1,188.63
20080111,BK-T79U-50,680.8,1,680.8
20080111,BK-T79U-60,675.63,1,675.63
20080111,BK-T79Y-50,636.9,2,1273.8
20080112,BK-M38S-40,261.43,1,261.43
20080112,BK-M38S-42,319.11,1,319.11
20080112,BK-M68B-46,640.28,1,640.28
20080112,BK-M68S-38,735.93,1,735.93
20080112,BK-M68S-42,721.22,2,1442.44
20080112,BK-M68S-46,744.95,1,744.95
20080112,BK-R19B-44,199.24,1,199.24
20080112,BK-R19B-58,253.58,1,253.58
20080112,BK-R64Y-38,422.46,1,422.46
20080112,BK-R64Y-40,493.9,2,987.8
20080112,BK-R64Y-42,574.91,1,574.91
20080112,BK-R64Y-44,455.69,1,455.69
20080112,BK-R79Y-40,702.55,1,702.55
20080112,BK-R89B-52,944.25,1,944.25
20080112,BK-R89B-58,922.8,1,922.8
20080112,BK-T44U-54,362.9,1,362.9
20080112,BK-T79U-46,839.58,3,2518.7400000000002
20080112,BK-T79U-50,681.95,1,681.95
20080112,BK-T79U-60,672.32,1,672.32
20080112,BK-T79Y-46,466.0,1,466.0
20080112,BK-T79Y-50,638.74,1,638.74
20080113,BK-M18B-40,207.21,1,207.21
20080113,BK-M38S-40,262.48,1,262.48
20080113,BK-M38S-42,320.36,2,640.72
20080113,BK-M68B-46,637.97,2,1275.94
20080113,BK-M68S-38,739.1,1,739.1
20080113,BK-M68S-42,723.38,1,723.38
20080113,BK-M68S-46,743.9,1,743.9
20080113,BK-R19B-44,198.62,1,198.62
20080113,BK-R19B-58,253.96,1,253.96
20080113,BK-R64Y-38,423.31,1,423.31
20080113,BK-R64Y-40,494.15,1,494.15
20080113,BK-R64Y-42,576.4,1,576.4
20080113,BK-R79Y-40,700.65,1,700.65
20080113,BK-R89B-52,946.33,1,946.33
20080113,BK-T44U-54,363.04,1,363.04
20080113,BK-T44U-60,395.08,1,395.08
20080113,BK-T79U-46,837.81,1,837.81
20080113,BK-T79U-54,712.92,2,1425.84
20080113,BK-T79U-60,675.42,1,675.42
20080113,BK-T79Y-46,466.52,1,466.52
20080113,BK-T79Y-50,639.45,1,639.45
20080114,BK-M18B-40,207.0,1,207.0
20080114,BK-M38S-38,333.43,1,333.43
20080114,BK-M38S-40,261.22,1,261.22
20080114,BK-M68B-38,711.2,3,2133.6000000000004
20080114,BK-M68B-42,745.79,2,1491.58
20080114,BK-M68B-46,639.31,2,1278.62
20080114,BK-M68S-38,742.2,1,742.2
20080114,BK-M68S-42,724.11,1,724.11
20080114,BK-M68S-46,741.37,2,1482.74
20080114,BK-R19B-44,198.28,2,396.56
20080114,BK-R19B-52,225.8,2,451.6
20080114,BK-R19B-58,254.87,1,254.87
20080114,BK-R64Y-40,492.86,1,492.86
20080114,BK-R79Y-48,587.29,1,587.29
20080114,BK-R89R-58,1040.44,1,1040.44
20080114,BK-T18U-54,173.67,1,173.67
20080114,BK-T44U-50,383.37,1,383.37
20080114,BK-T79U-54,709.5,1,709.5
20080114,BK-T79Y-50,641.05,1,641.05
20080115,BK-M18B-44,202.94,1,202.94
20080115,BK-M18B-52,206.19,1,206.19
20080115,BK-M18S-44,82.07,1,82.07
20080115,BK-M18S-52,63.97,1,63.97
20080115,BK-M38S-40,260.33,1,260.33
20080115,BK-M38S-46,304.55,1,304.55
20080115,BK-M68B-38,708.28,1,708.28
20080115,BK-M68B-42,742.21,2,1484.42
20080115,BK-M68B-46,638.8,1,638.8
20080115,BK-M68S-38,743.32,1,743.32
20080115,BK-M68S-46,740.19,1,740.19
20080115,BK-R19B-44,197.92,1,197.92
20080115,BK-R19B-48,185.92,2,371.84
20080115,BK-R19B-58,255.41,2,510.82
20080115,BK-R64Y-42,573.75,1,573.75
20080115,BK-R64Y-44,460.08,1,460.08
20080115,BK-R79Y-42,547.32,2,1094.64
20080115,BK-R89B-44,1004.13,1,1004.13
20080115,BK-R89B-52,945.66,2,1891.32
20080115,BK-T18U-44,188.37,1,188.37
20080115,BK-T18U-50,165.66,1,165.66
20080115,BK-T44U-46,407.34,1,407.34
20080115,BK-T79U-46,835.13,2,1670.26
20080115,BK-T79U-54,711.06,1,711.06
20080115,BK-T79Y-46,467.26,1,467.26
20080115,BK-T79Y-60,484.24,1,484.24
20080116,BK-M18B-40,206.4,1,206.4
20080116,BK-M18B-42,157.94,1,157.94
20080116,BK-M18B-48,173.87,1,173.87
20080116,BK-M38S-38,333.19,3,999.5699999999999
20080116,BK-M38S-40,259.91,2,519.82
20080116,BK-M68B-38,708.42,2,1416.84
20080116,BK-M68B-46,638.04,1,638.04
20080116,BK-M68S-38,741.98,1,741.98
20080116,BK-M68S-46,738.49,1,738.49
20080116,BK-R19B-44,197.09,1,197.09
20080116,BK-R19B-48,185.94,2,371.88
20080116,BK-R64Y-44,461.37,1,461.37
20080116,BK-R64Y-48,406.25,2,812.5
20080116,BK-R79Y-40,700.42,2,1400.84
20080116,BK-R79Y-42,547.87,1,547.87
20080116,BK-R79Y-48,589.29,2,1178.58
20080116,BK-R89B-52,948.22,1,948.22
20080116,BK-T18U-50,165.03,1,165.03
20080116,BK-T44U-46,407.99,1,407.99
20080116,BK-T44U-50,380.54,1,380.54
20080116,BK-T79Y-54,652.41,1,652.41
20080116,BK-T79Y-60,484.39,1,484.39
20080117,BK-M18S-44,82.83,1,82.83
20080117,BK-M18S-48,72.29,2,144.58
20080117,BK-M38S-40,258.72,1,258.72
20080117,BK-M38S-46,304.21,1,304.21
20080117,BK-M68B-38,708.49,2,1416.98
20080117,BK-M68S-46,741.0,2,1482.0
20080117,BK-R19B-44,197.92,1,197.92
20080117,BK-R19B-52,226.25,1,226.25
20080117,BK-R64Y-40,493.2,1,493.2
20080117,BK-R64Y-48,405.44,1,405.44
20080117,BK-R79Y-40,702.32,2,1404.64
20080117,BK-R79Y-42,546.33,1,546.33
20080117,BK-R89B-52,945.47,1,945.47
20080117,BK-T44U-54,362.06,2,724.12
20080117,BK-T79Y-50,643.42,1,643.42
20080118,BK-M18S-40,78.82,1,78.82
20080118,BK-M18S-42,63.14,1,63.14
20080118,BK-M68B-42,736.87,1,736.87
20080118,BK-M68S-46,740.03,1,740.03
20080118,BK-R19B-44,197.46,1,197.46
20080118,BK-R19B-48,187.3,1,187.3
20080118,BK-R19B-52,225.84,3,677.52
20080118,BK-R19B-58,254.31,3,762.9300000000001
20080118,BK-R64Y-38,421.86,2,843.72
20080118,BK-R79Y-40,704.49,1,704.49
20080118,BK-R79Y-44,751.08,1,751.08
20080118,BK-R89B-48,913.75,1,913.75
20080118,BK-R89B-58,915.16,1,915.16
20080118,BK-T18Y-62,166.75,1,166.75
20080118,BK-T79U-46,832.11,1,832.11
20080118,BK-T79Y-50,642.19,1,642.19
20080119,BK-M38S-40,258.79,1,258.79
20080119,BK-M38S-42,318.53,2,637.06
20080119,BK-M68B-46,640.08,3,1920.2400000000002
20080119,BK-M68S-38,734.95,1,734.95
20080119,BK-M68S-42,718.55,1,718.55
20080119,BK-R19B-48,186.96,2,373.92
20080119,BK-R19B-58,254.43,3,763.29
20080119,BK-R64Y-38,423.55,1,423.55
20080119,BK-R89B-52,940.37,1,940.37
20080119,BK-R89R-58,1044.8,1,1044.8
20080119,BK-T18Y-58,164.38,1,164.38
20080119,BK-T79U-46,832.44,1,832.44
20080119,BK-T79Y-46,466.65,3,1399.9499999999998
20080120,BK-M18B-44,203.63,1,203.63
20080120,BK-M18S-42,62.82,1,62.82
20080120,BK-M18S-48,72.64,1,72.64
20080120,BK-M68B-42,738.27,3,2214.81
20080120,BK-M68B-46,640.14,1,640.14
20080120,BK-M68S-38,731.64,2,1463.28
20080120,BK-M68S-42,722.14,2,1444.28
20080120,BK-M68S-46,737.96,2,1475.92
20080120,BK-R19B-44,197.46,1,197.46
20080120,BK-R19B-48,187.82,3,563.46
20080120,BK-R19B-52,225.41,1,225.41
20080120,BK-R19B-58,254.21,1,254.21
20080120,BK-R64Y-38,424.86,1,424.86
20080120,BK-R64Y-40,494.48,2,988.96
20080120,BK-R79Y-44,750.17,1,750.17
20080120,BK-R79Y-48,589.41,1,589.41
20080120,BK-R89B-44,1004.81,1,1004.81
20080120,BK-R89B-52,939.52,1,939.52
20080120,BK-R89R-58,1048.57,1,1048.57
20080120,BK-T18U-44,190.01,1,190.01
20080120,BK-T18U-54,173.09,2,346.18
20080120,BK-T44U-46,410.28,2,820.56
20080120,BK-T79U-46,832.11,4,3328.44
20080121,BK-M68B-42,741.15,1,741.15
20080121,BK-M68B-46,638.93,1,638.93
20080121,BK-M68S-38,728.86,1,728.86
20080121,BK-M68S-42,720.04,1,720.04
20080121,BK-M68S-46,736.26,1,736.26
20080121,BK-R19B-44,197.7,3,593.0999999999999
20080121,BK-R64Y-40,496.81,2,993.62
20080121,BK-R64Y-42,572.76,2,1145.52
20080121,BK-R79Y-48,590.0,3,1770.0
20080121,BK-R89B-44,1003.0,1,1003.0
20080121,BK-T18U-54,173.72,1,173.72
20080121,BK-T18U-58,191.02,2,382.04
20080121,BK-T18Y-58,164.41,1,164.41
20080121,BK-T18Y-62,166.69,1,166.69
20080121,BK-T44U-50,382.78,1,382.78
20080121,BK-T79U-46,829.78,1,829.78
20080121,BK-T79Y-60,481.57,1,481.57
20080122,BK-M18B-42,158.08,1,158.08
20080122,BK-M18S-48,72.69,1,72.69
20080122,BK-M38S-46,302.15,1,302.15
20080122,BK-M68B-46,640.71,1,640.71
20080122,BK-R19B-44,198.17,1,198.17
20080122,BK-R19B-52,225.81,2,451.62
20080122,BK-R64Y-42,575.16,1,575.16
20080122,BK-R64Y-44,459.6,2,919.2
20080122,BK-R64Y-48,406.41,2,812.82
20080122,BK-R79Y-42,544.79,1,544.79
20080122,BK-R79Y-48,590.05,1,590.05
20080122,BK-R89B-44,1007.91,1,1007.91
20080122,BK-R89B-52,936.89,1,936.89
20080122,BK-R89B-58,914.87,2,1829.74
20080122,BK-T18U-62,204.05,1,204.05
20080122,BK-T44U-46,411.22,1,411.22
20080122,BK-T79U-46,828.79,1,828.79
20080122,BK-T79U-60,669.32,4,2677.28
20080122,BK-T79Y-54,650.84,1,650.84
20080123,BK-M18S-52,64.37,1,64.37
20080123,BK-M68B-38,701.29,3,2103.87
20080123,BK-M68B-42,742.41,2,1484.82
20080123,BK-M68B-46,641.68,2,1283.36
20080123,BK-M68S-46,740.83,2,1481.66
20080123,BK-R19B-58,254.35,2,508.7
20080123,BK-R79Y-48,591.35,1,591.35
20080123,BK-R89B-58,916.06,2,1832.12
20080123,BK-T79U-46,828.54,1,828.54
20080123,BK-T79U-50,690.36,1,690.36
20080123,BK-T79U-54,704.59,1,704.59
20080124,BK-M18B-52,204.31,1,204.31
20080124,BK-M38S-46,303.57,1,303.57
20080124,BK-M68B-38,699.39,2,1398.78
20080124,BK-M68B-42,738.85,2,1477.7
20080124,BK-M68B-46,639.11,2,1278.22
20080124,BK-M68S-38,723.92,3,2171.7599999999998
20080124,BK-M68S-46,742.24,1,742.24
20080124,BK-R19B-44,199.15,3,597.45
20080124,BK-R19B-58,255.6,2,511.2
20080124,BK-R64Y-38,425.12,1,425.12
20080124,BK-R64Y-44,461.49,1,461.49
20080124,BK-R64Y-48,408.65,1,408.65
20080124,BK-R79Y-40,703.07,1,703.07
20080124,BK-R79Y-42,545.82,2,1091.64
20080124,BK-R79Y-44,752.72,1,752.72
20080124,BK-R89B-52,942.43,1,942.43
20080124,BK-R89B-58,920.46,2,1840.92
20080124,BK-R89R-58,1057.92,1,1057.92
20080124,BK-T18U-44,190.52,1,190.52
20080124,BK-T44U-60,388.66,1,388.66
20080124,BK-T79U-50,686.98,1,686.98
20080124,BK-T79U-54,702.13,2,1404.26
20080124,BK-T79Y-46,470.62,2,941.24
20080124,BK-T79Y-54,649.34,1,649.34
20080124,BK-T79Y-60,480.08,1,480.08
20080125,BK-M18S-42,63.6,1,63.6
20080125,BK-M68B-38,700.02,1,700.02
20080125,BK-M68B-46,636.74,1,636.74
20080125,BK-M68S-38,724.06,1,724.06
20080125,BK-M68S-42,717.22,1,717.22
20080125,BK-R19B-44,200.0,1,200.0
20080125,BK-R19B-48,187.02,1,187.02
20080125,BK-R19B-52,226.9,2,453.8
20080125,BK-R64Y-38,424.86,1,424.86
20080125,BK-R64Y-42,574.23,1,574.23
20080125,BK-R79Y-44,754.23,1,754.23
20080125,BK-R89B-58,921.74,1,921.74
20080125,BK-T18Y-44,165.1,1,165.1
20080125,BK-T79U-54,698.76,1,698.76
20080125,BK-T79Y-46,469.49,1,469.49
20080125,BK-T79Y-50,647.73,1,647.73
20080125,BK-T79Y-54,650.97,1,650.97
20080125,BK-T79Y-60,479.79,1,479.79
20080126,BK-M18B-44,204.95,1,204.95
20080126,BK-M18B-48,175.29,1,175.29
20080126,BK-M18S-52,64.41,1,64.41
20080126,BK-M38S-38,337.5,1,337.5
20080126,BK-M68B-38,697.64,1,697.64
20080126,BK-M68B-42,745.07,1,745.07
20080126,BK-M68S-38,727.1,1,727.1
20080126,BK-M68S-42,713.71,2,1427.42
20080126,BK-M68S-46,742.08,2,1484.16
20080126,BK-R19B-48,186.14,1,186.14
20080126,BK-R19B-52,226.13,1,226.13
20080126,BK-R19B-58,254.14,2,508.28
20080126,BK-R64Y-42,575.67,1,575.67
20080126,BK-R79Y-40,701.59,1,701.59
20080126,BK-R79Y-44,752.64,1,752.64
20080126,BK-R79Y-48,591.52,3,1774.56
20080126,BK-R89B-58,924.69,1,924.69
20080126,BK-R89R-58,1054.22,1,1054.22
20080126,BK-T18U-44,190.96,2,381.92
20080126,BK-T79U-50,688.42,1,688.42
20080126,BK-T79U-54,701.76,1,701.76
20080127,BK-M18B-40,207.24,1,207.24
20080127,BK-M18S-42,64.06,1,64.06
20080127,BK-M38S-40,262.61,1,262.61
20080127,BK-M38S-42,317.41,1,317.41
20080127,BK-M68B-38,700.85,4,2803.4
20080127,BK-M68S-38,726.96,2,1453.92
20080127,BK-M68S-42,711.78,2,1423.56
20080127,BK-M68S-46,743.34,2,1486.68
20080127,BK-R19B-44,201.04,1,201.04
20080127,BK-R19B-52,226.69,1,226.69
20080127,BK-R64Y-38,423.88,2,847.76
20080127,BK-R64Y-44,462.22,1,462.22
20080127,BK-R89B-48,906.98,2,1813.96
20080127,BK-R89B-58,922.38,1,922.38
20080127,BK-R89R-58,1051.06,1,1051.06
20080127,BK-T44U-50,380.45,1,380.45
20080127,BK-T79Y-46,471.51,1,471.51
20080127,BK-T79Y-50,650.58,2,1301.16
20080127,BK-T79Y-60,480.08,1,480.08
20080128,BK-M38S-46,302.62,1,302.62
20080128,BK-M68B-38,703.09,3,2109.27
20080128,BK-M68B-46,633.61,2,1267.22
20080128,BK-M68S-38,724.99,3,2174.9700000000003
20080128,BK-M68S-46,746.24,1,746.24
20080128,BK-R19B-44,201.22,2,402.44
20080128,BK-R19B-58,252.75,2,505.5
20080128,BK-R64Y-40,493.77,2,987.54
20080128,BK-R64Y-42,577.39,1,577.39
20080128,BK-R79Y-40,702.29,1,702.29
20080128,BK-R79Y-48,595.67,1,595.67
20080128,BK-R89B-48,903.98,1,903.98
20080128,BK-R89B-52,941.56,1,941.56
20080128,BK-R89R-58,1050.74,1,1050.74
20080128,BK-T79U-50,685.12,1,685.12
20080128,BK-T79U-54,702.81,1,702.81
20080128,BK-T79U-60,673.94,1,673.94
20080128,BK-T79Y-50,651.75,1,651.75
20080128,BK-T79Y-60,478.59,1,478.59
20080129,BK-M18B-44,204.39,1,204.39
20080129,BK-M18B-52,203.29,1,203.29
20080129,BK-M38S-38,336.58,3,1009.74
20080129,BK-M38S-42,315.54,1,315.54
20080129,BK-M68B-38,702.04,2,1404.08
20080129,BK-M68S-42,713.56,1,713.56
20080129,BK-M68S-46,746.46,2,1492.92
20080129,BK-R19B-48,185.8,2,371.6
20080129,BK-R19B-52,227.48,3,682.4399999999999
20080129,BK-R19B-58,252.01,2,504.02
20080129,BK-R64Y-44,460.42,1,460.42
20080129,BK-R79Y-42,549.32,3,1647.96
20080129,BK-R79Y-48,594.48,1,594.48
20080129,BK-R89B-44,1007.58,1,1007.58
20080129,BK-R89B-58,921.46,1,921.46
20080129,BK-R89R-58,1048.74,1,1048.74
20080129,BK-T44U-54,363.78,1,363.78
20080129,BK-T79Y-50,651.55,1,651.55
20080130,BK-M38S-42,316.3,1,316.3
20080130,BK-M68B-38,699.79,2,1399.58
20080130,BK-M68B-42,743.42,2,1486.84
20080130,BK-M68B-46,634.94,2,1269.88
20080130,BK-M68S-42,717.06,2,1434.12
20080130,BK-R19B-44,202.09,1,202.09
20080130,BK-R19B-48,186.21,1,186.21
20080130,BK-R19B-52,228.46,1,228.46
20080130,BK-R64Y-48,412.62,1,412.62
20080130,BK-R79Y-42,547.45,1,547.45
20080130,BK-T18U-54,171.79,1,171.79
20080130,BK-T18Y-54,167.24,1,167.24
20080130,BK-T44U-54,363.68,1,363.68
20080130,BK-T79U-50,685.45,1,685.45
20080130,BK-T79U-60,677.99,1,677.99
20080130,BK-T79Y-46,468.36,2,936.72
