DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20061018,2006-10-18,4,Wednesday,18,291,42,October,10,4,2006,2,2,2007,1
20061019,2006-10-19,5,Thursday,19,292,42,October,10,4,2006,2,2,2007,1
20061020,2006-10-20,6,Friday,20,293,42,October,10,4,2006,2,2,2007,1
20061021,2006-10-21,7,Saturday,21,294,42,October,10,4,2006,2,2,2007,1
20061022,2006-10-22,1,Sunday,22,295,43,October,10,4,2006,2,2,2007,1
20061023,2006-10-23,2,Monday,23,296,43,October,10,4,2006,2,2,2007,1
20061024,2006-10-24,3,Tuesday,24,297,43,October,10,4,2006,2,2,2007,1
20061025,2006-10-25,4,Wednesday,25,298,43,October,10,4,2006,2,2,2007,1
20061026,2006-10-26,5,Thursday,26,299,43,October,10,4,2006,2,2,2007,1
20061027,2006-10-27,6,Friday,27,300,43,October,10,4,2006,2,2,2007,1
20061028,2006-10-28,7,Saturday,28,301,43,October,10,4,2006,2,2,2007,1
20061029,2006-10-29,1,Sunday,29,302,44,October,10,4,2006,2,2,2007,1
20061030,2006-10-30,2,Monday,30,303,44,October,10,4,2006,2,2,2007,1
20061031,2006-10-31,3,Tuesday,31,304,44,October,10,4,2006,2,2,2007,1
20061101,2006-11-01,4,Wednesday,1,305,44,November,11,4,2006,2,2,2007,1
20061102,2006-11-02,5,Thursday,2,306,44,November,11,4,2006,2,2,2007,1
20061103,2006-11-03,6,Friday,3,307,44,November,11,4,2006,2,2,2007,1
20061104,2006-11-04,7,Saturday,4,308,44,November,11,4,2006,2,2,2007,1
20061105,2006-11-05,1,Sunday,5,309,45,November,11,4,2006,2,2,2007,1
20061106,2006-11-06,2,Monday,6,310,45,November,11,4,2006,2,2,2007,1
20061107,2006-11-07,3,Tuesday,7,311,45,November,11,4,2006,2,2,2007,1
20061108,2006-11-08,4,Wednesday,8,312,45,November,11,4,2006,2,2,2007,1
20061109,2006-11-09,5,Thursday,9,313,45,November,11,4,2006,2,2,2007,1
20061110,2006-11-10,6,Friday,10,314,45,November,11,4,2006,2,2,2007,1
20061111,2006-11-11,7,Saturday,11,315,45,November,11,4,2006,2,2,2007,1
20061112,2006-11-12,1,Sunday,12,316,46,November,11,4,2006,2,2,2007,1
20061113,2006-11-13,2,Monday,13,317,46,November,11,4,2006,2,2,2007,1
20061114,2006-11-14,3,Tuesday,14,318,46,November,11,4,2006,2,2,2007,1
20061115,2006-11-15,4,Wednesday,15,319,46,November,11,4,2006,2,2,2007,1
20061116,2006-11-16,5,Thursday,16,320,46,November,11,4,2006,2,2,2007,1
20061117,2006-11-17,6,Friday,17,321,46,November,11,4,2006,2,2,2007,1
20061118,2006-11-18,7,Saturday,18,322,46,November,11,4,2006,2,2,2007,1
20061119,2006-11-19,1,Sunday,19,323,47,November,11,4,2006,2,2,2007,1
20061120,2006-11-20,2,Monday,20,324,47,November,11,4,2006,2,2,2007,1
20061121,2006-11-21,3,Tuesday,21,325,47,November,11,4,2006,2,2,2007,1
20061122,2006-11-22,4,Wednesday,22,326,47,November,11,4,2006,2,2,2007,1
20061123,2006-11-23,5,Thursday,23,327,47,November,11,4,2006,2,2,2007,1
20061124,2006-11-24,6,Friday,24,328,47,November,11,4,2006,2,2,2007,1
20061125,2006-11-25,7,Saturday,25,329,47,November,11,4,2006,2,2,2007,1
20061126,2006-11-26,1,Sunday,26,330,48,November,11,4,2006,2,2,2007,1
20061127,2006-11-27,2,Monday,27,331,48,November,11,4,2006,2,2,2007,1
20061128,2006-11-28,3,Tuesday,28,332,48,November,11,4,2006,2,2,2007,1
20061129,2006-11-29,4,Wednesday,29,333,48,November,11,4,2006,2,2,2007,1
20061130,2006-11-30,5,Thursday,30,334,48,November,11,4,2006,2,2,2007,1
20061201,2006-12-01,6,Friday,1,335,48,December,12,4,2006,2,2,2007,1
20061202,2006-12-02,7,Saturday,2,336,48,December,12,4,2006,2,2,2007,1
20061203,2006-12-03,1,Sunday,3,337,49,December,12,4,2006,2,2,2007,1
20061204,2006-12-04,2,Monday,4,338,49,December,12,4,2006,2,2,2007,1
20061205,2006-12-05,3,Tuesday,5,339,49,December,12,4,2006,2,2,2007,1
20061206,2006-12-06,4,Wednesday,6,340,49,December,12,4,2006,2,2,2007,1
20061207,2006-12-07,5,Thursday,7,341,49,December,12,4,2006,2,2,2007,1
20061208,2006-12-08,6,Friday,8,342,49,December,12,4,2006,2,2,2007,1
20061209,2006-12-09,7,Saturday,9,343,49,December,12,4,2006,2,2,2007,1
20061210,2006-12-10,1,Sunday,10,344,50,December,12,4,2006,2,2,2007,1
20061211,2006-12-11,2,Monday,11,345,50,December,12,4,2006,2,2,2007,1
20061212,2006-12-12,3,Tuesday,12,346,50,December,12,4,2006,2,2,2007,1
20061213,2006-12-13,4,Wednesday,13,347,50,December,12,4,2006,2,2,2007,1
20061214,2006-12-14,5,Thursday,14,348,50,December,12,4,2006,2,2,2007,1
20061215,2006-12-15,6,Friday,15,349,50,December,12,4,2006,2,2,2007,1
20061216,2006-12-16,7,Saturday,16,350,50,December,12,4,2006,2,2,2007,1
20061217,2006-12-17,1,Sunday,17,351,51,December,12,4,2006,2,2,2007,1
20061218,2006-12-18,2,Monday,18,352,51,December,12,4,2006,2,2,2007,1
20061219,2006-12-19,3,Tuesday,19,353,51,December,12,4,2006,2,2,2007,1
20061220,2006-12-20,4,Wednesday,20,354,51,December,12,4,2006,2,2,2007,1
20061221,2006-12-21,5,Thursday,21,355,51,December,12,4,2006,2,2,2007,1
20061222,2006-12-22,6,Friday,22,356,51,December,12,4,2006,2,2,2007,1
20061223,2006-12-23,7,Saturday,23,357,51,December,12,4,2006,2,2,2007,1
20061224,2006-12-24,1,Sunday,24,358,52,December,12,4,2006,2,2,2007,1
20061225,2006-12-25,2,Monday,25,359,52,December,12,4,2006,2,2,2007,1
20061226,2006-12-26,3,Tuesday,26,360,52,December,12,4,2006,2,2,2007,1
20061227,2006-12-27,4,Wednesday,27,361,52,December,12,4,2006,2,2,2007,1
20061228,2006-12-28,5,Thursday,28,362,52,December,12,4,2006,2,2,2007,1
20061229,2006-12-29,6,Friday,29,363,52,December,12,4,2006,2,2,2007,1
20061230,2006-12-30,7,Saturday,30,364,52,December,12,4,2006,2,2,2007,1
20061231,2006-12-31,1,Sunday,31,365,53,December,12,4,2006,2,2,2007,1
20070101,2007-01-01,2,Monday,1,1,1,January,1,1,2007,1,3,2007,2
20070102,2007-01-02,3,Tuesday,2,2,1,January,1,1,2007,1,3,2007,2
20070103,2007-01-03,4,Wednesday,3,3,1,January,1,1,2007,1,3,2007,2
20070104,2007-01-04,5,Thursday,4,4,1,January,1,1,2007,1,3,2007,2
20070105,2007-01-05,6,Friday,5,5,1,January,1,1,2007,1,3,2007,2
20070106,2007-01-06,7,Saturday,6,6,1,January,1,1,2007,1,3,2007,2
20070107,2007-01-07,1,Sunday,7,7,2,January,1,1,2007,1,3,2007,2
20070108,2007-01-08,2,Monday,8,8,2,January,1,1,2007,1,3,2007,2
20070109,2007-01-09,3,Tuesday,9,9,2,January,1,1,2007,1,3,2007,2
20070110,2007-01-10,4,Wednesday,10,10,2,January,1,1,2007,1,3,2007,2
20070111,2007-01-11,5,Thursday,11,11,2,January,1,1,2007,1,3,2007,2
20070112,2007-01-12,6,Friday,12,12,2,January,1,1,2007,1,3,2007,2
20070113,2007-01-13,7,Saturday,13,13,2,January,1,1,2007,1,3,2007,2
20070114,2007-01-14,1,Sunday,14,14,3,January,1,1,2007,1,3,2007,2
20070115,2007-01-15,2,Monday,15,15,3,January,1,1,2007,1,3,2007,2
20070116,2007-01-16,3,Tuesday,16,16,3,January,1,1,2007,1,3,2007,2
20070117,2007-01-17,4,Wednesday,17,17,3,January,1,1,2007,1,3,2007,2
20070118,2007-01-18,5,Thursday,18,18,3,January,1,1,2007,1,3,2007,2
20070119,2007-01-19,6,Friday,19,19,3,January,1,1,2007,1,3,2007,2
20070120,2007-01-20,7,Saturday,20,20,3,January,1,1,2007,1,3,2007,2
20070121,2007-01-21,1,Sunday,21,21,4,January,1,1,2007,1,3,2007,2
20070122,2007-01-22,2,Monday,22,22,4,January,1,1,2007,1,3,2007,2
20070123,2007-01-23,3,Tuesday,23,23,4,January,1,1,2007,1,3,2007,2
20070124,2007-01-24,4,Wednesday,24,24,4,January,1,1,2007,1,3,2007,2
20070125,2007-01-25,5,Thursday,25,25,4,January,1,1,2007,1,3,2007,2
20070126,2007-01-26,6,Friday,26,26,4,January,1,1,2007,1,3,2007,2
20070127,2007-01-27,7,Saturday,27,27,4,January,1,1,2007,1,3,2007,2
20070128,2007-01-28,1,Sunday,28,28,5,January,1,1,2007,1,3,2007,2
20070129,2007-01-29,2,Monday,29,29,5,January,1,1,2007,1,3,2007,2
20070130,2007-01-30,3,Tuesday,30,30,5,January,1,1,2007,1,3,2007,2
20070131,2007-01-31,4,Wednesday,31,31,5,January,1,1,2007,1,3,2007,2
20070201,2007-02-01,5,Thursday,1,32,5,February,2,1,2007,1,3,2007,2
20070202,2007-02-02,6,Friday,2,33,5,February,2,1,2007,1,3,2007,2
20070203,2007-02-03,7,Saturday,3,34,5,February,2,1,2007,1,3,2007,2
20070204,2007-02-04,1,Sunday,4,35,6,February,2,1,2007,1,3,2007,2
20070205,2007-02-05,2,Monday,5,36,6,February,2,1,2007,1,3,2007,2
20070206,2007-02-06,3,Tuesday,6,37,6,February,2,1,2007,1,3,2007,2
20070207,2007-02-07,4,Wednesday,7,38,6,February,2,1,2007,1,3,2007,2
20070208,2007-02-08,5,Thursday,8,39,6,February,2,1,2007,1,3,2007,2
20070209,2007-02-09,6,Friday,9,40,6,February,2,1,2007,1,3,2007,2
20070210,2007-02-10,7,Saturday,10,41,6,February,2,1,2007,1,3,2007,2
20070211,2007-02-11,1,Sunday,11,42,7,February,2,1,2007,1,3,2007,2
20070212,2007-02-12,2,Monday,12,43,7,February,2,1,2007,1,3,2007,2
20070213,2007-02-13,3,Tuesday,13,44,7,February,2,1,2007,1,3,2007,2
20070214,2007-02-14,4,Wednesday,14,45,7,February,2,1,2007,1,3,2007,2
20070215,2007-02-15,5,Thursday,15,46,7,February,2,1,2007,1,3,2007,2
20070216,2007-02-16,6,Friday,16,47,7,February,2,1,2007,1,3,2007,2
20070217,2007-02-17,7,Saturday,17,48,7,February,2,1,2007,1,3,2007,2
20070218,2007-02-18,1,Sunday,18,49,8,February,2,1,2007,1,3,2007,2
20070219,2007-02-19,2,Monday,19,50,8,February,2,1,2007,1,3,2007,2
20070220,2007-02-20,3,Tuesday,20,51,8,February,2,1,2007,1,3,2007,2
20070221,2007-02-21,4,Wednesday,21,52,8,February,2,1,2007,1,3,2007,2
20070222,2007-02-22,5,Thursday,22,53,8,February,2,1,2007,1,3,2007,2
20070223,2007-02-23,6,Friday,23,54,8,February,2,1,2007,1,3,2007,2
20070224,2007-02-24,7,Saturday,24,55,8,February,2,1,2007,1,3,2007,2
20070225,2007-02-25,1,Sunday,25,56,9,February,2,1,2007,1,3,2007,2
20070226,2007-02-26,2,Monday,26,57,9,February,2,1,2007,1,3,2007,2
20070227,2007-02-27,3,Tuesday,27,58,9,February,2,1,2007,1,3,2007,2
20070228,2007-02-28,4,Wednesday,28,59,9,February,2,1,2007,1,3,2007,2
20070301,2007-03-01,5,Thursday,1,60,9,March,3,1,2007,1,3,2007,2
20070302,2007-03-02,6,Friday,2,61,9,March,3,1,2007,1,3,2007,2
20070303,2007-03-03,7,Saturday,3,62,9,March,3,1,2007,1,3,2007,2
20070304,2007-03-04,1,Sunday,4,63,10,March,3,1,2007,1,3,2007,2
20070305,2007-03-05,2,Monday,5,64,10,March,3,1,2007,1,3,2007,2
20070306,2007-03-06,3,Tuesday,6,65,10,March,3,1,2007,1,3,2007,2
20070307,2007-03-07,4,Wednesday,7,66,10,March,3,1,2007,1,3,2007,2
20070308,2007-03-08,5,Thursday,8,67,10,March,3,1,2007,1,3,2007,2
20070309,2007-03-09,6,Friday,9,68,10,March,3,1,2007,1,3,2007,2
20070310,2007-03-10,7,Saturday,10,69,10,March,3,1,2007,1,3,2007,2
20070311,2007-03-11,1,Sunday,11,70,11,March,3,1,2007,1,3,2007,2
20070312,2007-03-12,2,Monday,12,71,11,March,3,1,2007,1,3,2007,2
20070313,2007-03-13,3,Tuesday,13,72,11,March,3,1,2007,1,3,2007,2
20070314,2007-03-14,4,Wednesday,14,73,11,March,3,1,2007,1,3,2007,2
20070315,2007-03-15,5,Thursday,15,74,11,March,3,1,2007,1,3,2007,2
20070316,2007-03-16,6,Friday,16,75,11,March,3,1,2007,1,3,2007,2
20070317,2007-03-17,7,Saturday,17,76,11,March,3,1,2007,1,3,2007,2
20070318,2007-03-18,1,Sunday,18,77,12,March,3,1,2007,1,3,2007,2
20070319,2007-03-19,2,Monday,19,78,12,March,3,1,2007,1,3,2007,2
20070320,2007-03-20,3,Tuesday,20,79,12,March,3,1,2007,1,3,2007,2
20070321,2007-03-21,4,Wednesday,21,80,12,March,3,1,2007,1,3,2007,2
20070322,2007-03-22,5,Thursday,22,81,12,March,3,1,2007,1,3,2007,2
20070323,2007-03-23,6,Friday,23,82,12,March,3,1,2007,1,3,2007,2
20070324,2007-03-24,7,Saturday,24,83,12,March,3,1,2007,1,3,2007,2
20070325,2007-03-25,1,Sunday,25,84,13,March,3,1,2007,1,3,2007,2
20070326,2007-03-26,2,Monday,26,85,13,March,3,1,2007,1,3,2007,2
20070327,2007-03-27,3,Tuesday,27,86,13,March,3,1,2007,1,3,2007,2
20070328,2007-03-28,4,Wednesday,28,87,13,March,3,1,2007,1,3,2007,2
20070329,2007-03-29,5,Thursday,29,88,13,March,3,1,2007,1,3,2007,2
20070330,2007-03-30,6,Friday,30,89,13,March,3,1,2007,1,3,2007,2
20070331,2007-03-31,7,Saturday,31,90,13,March,3,1,2007,1,3,2007,2
20070401,2007-04-01,1,Sunday,1,91,14,April,4,2,2007,1,4,2007,2
20070402,2007-04-02,2,Monday,2,92,14,April,4,2,2007,1,4,2007,2
20070403,2007-04-03,3,Tuesday,3,93,14,April,4,2,2007,1,4,2007,2
20070404,2007-04-04,4,Wednesday,4,94,14,April,4,2,2007,1,4,2007,2
20070405,2007-04-05,5,Thursday,5,95,14,April,4,2,2007,1,4,2007,2
20070406,2007-04-06,6,Friday,6,96,14,April,4,2,2007,1,4,2007,2
20070407,2007-04-07,7,Saturday,7,97,14,April,4,2,2007,1,4,2007,2
20070408,2007-04-08,1,Sunday,8,98,15,April,4,2,2007,1,4,2007,2
20070409,2007-04-09,2,Monday,9,99,15,April,4,2,2007,1,4,2007,2
20070410,2007-04-10,3,Tuesday,10,100,15,April,4,2,2007,1,4,2007,2
20070411,2007-04-11,4,Wednesday,11,101,15,April,4,2,2007,1,4,2007,2
20070412,2007-04-12,5,Thursday,12,102,15,April,4,2,2007,1,4,2007,2
20070413,2007-04-13,6,Friday,13,103,15,April,4,2,2007,1,4,2007,2
20070414,2007-04-14,7,Saturday,14,104,15,April,4,2,2007,1,4,2007,2
20070415,2007-04-15,1,Sunday,15,105,16,April,4,2,2007,1,4,2007,2
20070416,2007-04-16,2,Monday,16,106,16,April,4,2,2007,1,4,2007,2
20070417,2007-04-17,3,Tuesday,17,107,16,April,4,2,2007,1,4,2007,2
20070418,2007-04-18,4,Wednesday,18,108,16,April,4,2,2007,1,4,2007,2
20070419,2007-04-19,5,Thursday,19,109,16,April,4,2,2007,1,4,2007,2
20070420,2007-04-20,6,Friday,20,110,16,April,4,2,2007,1,4,2007,2
20070421,2007-04-21,7,Saturday,21,111,16,April,4,2,2007,1,4,2007,2
20070422,2007-04-22,1,Sunday,22,112,17,April,4,2,2007,1,4,2007,2
20070423,2007-04-23,2,Monday,23,113,17,April,4,2,2007,1,4,2007,2
20070424,2007-04-24,3,Tuesday,24,114,17,April,4,2,2007,1,4,2007,2
20070425,2007-04-25,4,Wednesday,25,115,17,April,4,2,2007,1,4,2007,2
20070426,2007-04-26,5,Thursday,26,116,17,April,4,2,2007,1,4,2007,2
20070427,2007-04-27,6,Friday,27,117,17,April,4,2,2007,1,4,2007,2
20070428,2007-04-28,7,Saturday,28,118,17,April,4,2,2007,1,4,2007,2
20070429,2007-04-29,1,Sunday,29,119,18,April,4,2,2007,1,4,2007,2
20070430,2007-04-30,2,Monday,30,120,18,April,4,2,2007,1,4,2007,2
20070501,2007-05-01,3,Tuesday,1,121,18,May,5,2,2007,1,4,2007,2
20070502,2007-05-02,4,Wednesday,2,122,18,May,5,2,2007,1,4,2007,2
20070503,2007-05-03,5,Thursday,3,123,18,May,5,2,2007,1,4,2007,2
20070504,2007-05-04,6,Friday,4,124,18,May,5,2,2007,1,4,2007,2
20070505,2007-05-05,7,Saturday,5,125,18,May,5,2,2007,1,4,2007,2
20070506,2007-05-06,1,Sunday,6,126,19,May,5,2,2007,1,4,2007,2
20070507,2007-05-07,2,Monday,7,127,19,May,5,2,2007,1,4,2007,2
20070508,2007-05-08,3,Tuesday,8,128,19,May,5,2,2007,1,4,2007,2
20070509,2007-05-09,4,Wednesday,9,129,19,May,5,2,2007,1,4,2007,2
20070510,2007-05-10,5,Thursday,10,130,19,May,5,2,2007,1,4,2007,2
20070511,2007-05-11,6,Friday,11,131,19,May,5,2,2007,1,4,2007,2
20070512,2007-05-12,7,Saturday,12,132,19,May,5,2,2007,1,4,2007,2
20070513,2007-05-13,1,Sunday,13,133,20,May,5,2,2007,1,4,2007,2
20070514,2007-05-14,2,Monday,14,134,20,May,5,2,2007,1,4,2007,2
20070515,2007-05-15,3,Tuesday,15,135,20,May,5,2,2007,1,4,2007,2
20070516,2007-05-16,4,Wednesday,16,136,20,May,5,2,2007,1,4,2007,2
20070517,2007-05-17,5,Thursday,17,137,20,May,5,2,2007,1,4,2007,2
20070518,2007-05-18,6,Friday,18,138,20,May,5,2,2007,1,4,2007,2
20070519,2007-05-19,7,Saturday,19,139,20,May,5,2,2007,1,4,2007,2
20070520,2007-05-20,1,Sunday,20,140,21,May,5,2,2007,1,4,2007,2
20070521,2007-05-21,2,Monday,21,141,21,May,5,2,2007,1,4,2007,2
20070522,2007-05-22,3,Tuesday,22,142,21,May,5,2,2007,1,4,2007,2
20070523,2007-05-23,4,Wednesday,23,143,21,May,5,2,2007,1,4,2007,2
20070524,2007-05-24,5,Thursday,24,144,21,May,5,2,2007,1,4,2007,2
20070525,2007-05-25,6,Friday,25,145,21,May,5,2,2007,1,4,2007,2
20070526,2007-05-26,7,Saturday,26,146,21,May,5,2,2007,1,4,2007,2
20070527,2007-05-27,1,Sunday,27,147,22,May,5,2,2007,1,4,2007,2
20070528,2007-05-28,2,Monday,28,148,22,May,5,2,2007,1,4,2007,2
20070529,2007-05-29,3,Tuesday,29,149,22,May,5,2,2007,1,4,2007,2
20070530,2007-05-30,4,Wednesday,30,150,22,May,5,2,2007,1,4,2007,2
20070531,2007-05-31,5,Thursday,31,151,22,May,5,2,2007,1,4,2007,2
20070601,2007-06-01,6,Friday,1,152,22,June,6,2,2007,1,4,2007,2
20070602,2007-06-02,7,Saturday,2,153,22,June,6,2,2007,1,4,2007,2
20070603,2007-06-03,1,Sunday,3,154,23,June,6,2,2007,1,4,2007,2
20070604,2007-06-04,2,Monday,4,155,23,June,6,2,2007,1,4,2007,2
20070605,2007-06-05,3,Tuesday,5,156,23,June,6,2,2007,1,4,2007,2
20070606,2007-06-06,4,Wednesday,6,157,23,June,6,2,2007,1,4,2007,2
20070607,2007-06-07,5,Thursday,7,158,23,June,6,2,2007,1,4,2007,2
20070608,2007-06-08,6,Friday,8,159,23,June,6,2,2007,1,4,2007,2
20070609,2007-06-09,7,Saturday,9,160,23,June,6,2,2007,1,4,2007,2
20070610,2007-06-10,1,Sunday,10,161,24,June,6,2,2007,1,4,2007,2
20070611,2007-06-11,2,Monday,11,162,24,June,6,2,2007,1,4,2007,2
20070612,2007-06-12,3,Tuesday,12,163,24,June,6,2,2007,1,4,2007,2
20070613,2007-06-13,4,Wednesday,13,164,24,June,6,2,2007,1,4,2007,2
20070614,2007-06-14,5,Thursday,14,165,24,June,6,2,2007,1,4,2007,2
20070615,2007-06-15,6,Friday,15,166,24,June,6,2,2007,1,4,2007,2
20070616,2007-06-16,7,Saturday,16,167,24,June,6,2,2007,1,4,2007,2
20070617,2007-06-17,1,Sunday,17,168,25,June,6,2,2007,1,4,2007,2
20070618,2007-06-18,2,Monday,18,169,25,June,6,2,2007,1,4,2007,2
20070619,2007-06-19,3,Tuesday,19,170,25,June,6,2,2007,1,4,2007,2
20070620,2007-06-20,4,Wednesday,20,171,25,June,6,2,2007,1,4,2007,2
20070621,2007-06-21,5,Thursday,21,172,25,June,6,2,2007,1,4,2007,2
20070622,2007-06-22,6,Friday,22,173,25,June,6,2,2007,1,4,2007,2
20070623,2007-06-23,7,Saturday,23,174,25,June,6,2,2007,1,4,2007,2
20070624,2007-06-24,1,Sunday,24,175,26,June,6,2,2007,1,4,2007,2
20070625,2007-06-25,2,Monday,25,176,26,June,6,2,2007,1,4,2007,2
20070626,2007-06-26,3,Tuesday,26,177,26,June,6,2,2007,1,4,2007,2
20070627,2007-06-27,4,Wednesday,27,178,26,June,6,2,2007,1,4,2007,2
20070628,2007-06-28,5,Thursday,28,179,26,June,6,2,2007,1,4,2007,2
20070629,2007-06-29,6,Friday,29,180,26,June,6,2,2007,1,4,2007,2
20070630,2007-06-30,7,Saturday,30,181,26,June,6,2,2007,1,4,2007,2
20070701,2007-07-01,1,Sunday,1,182,27,July,7,3,2007,2,1,2008,1
20070702,2007-07-02,2,Monday,2,183,27,July,7,3,2007,2,1,2008,1
20070703,2007-07-03,3,Tuesday,3,184,27,July,7,3,2007,2,1,2008,1
20070704,2007-07-04,4,Wednesday,4,185,27,July,7,3,2007,2,1,2008,1
20070705,2007-07-05,5,Thursday,5,186,27,July,7,3,2007,2,1,2008,1
20070706,2007-07-06,6,Friday,6,187,27,July,7,3,2007,2,1,2008,1
20070707,2007-07-07,7,Saturday,7,188,27,July,7,3,2007,2,1,2008,1
20070708,2007-07-08,1,Sunday,8,189,28,July,7,3,2007,2,1,2008,1
20070709,2007-07-09,2,Monday,9,190,28,July,7,3,2007,2,1,2008,1
20070710,2007-07-10,3,Tuesday,10,191,28,July,7,3,2007,2,1,2008,1
20070711,2007-07-11,4,Wednesday,11,192,28,July,7,3,2007,2,1,2008,1
20070712,2007-07-12,5,Thursday,12,193,28,July,7,3,2007,2,1,2008,1
20070713,2007-07-13,6,Friday,13,194,28,July,7,3,2007,2,1,2008,1
20070714,2007-07-14,7,Saturday,14,195,28,July,7,3,2007,2,1,2008,1
20070715,2007-07-15,1,Sunday,15,196,29,July,7,3,2007,2,1,2008,1
20070716,2007-07-16,2,Monday,16,197,29,July,7,3,2007,2,1,2008,1
20070717,2007-07-17,3,Tuesday,17,198,29,July,7,3,2007,2,1,2008,1
20070718,2007-07-18,4,Wednesday,18,199,29,July,7,3,2007,2,1,2008,1
20070719,2007-07-19,5,Thursday,19,200,29,July,7,3,2007,2,1,2008,1
20070720,2007-07-20,6,Friday,20,201,29,July,7,3,2007,2,1,2008,1
20070721,2007-07-21,7,Saturday,21,202,29,July,7,3,2007,2,1,2008,1
20070722,2007-07-22,1,Sunday,22,203,30,July,7,3,2007,2,1,2008,1
20070723,2007-07-23,2,Monday,23,204,30,July,7,3,2007,2,1,2008,1
20070724,2007-07-24,3,Tuesday,24,205,30,July,7,3,2007,2,1,2008,1
20070725,2007-07-25,4,Wednesday,25,206,30,July,7,3,2007,2,1,2008,1
20070726,2007-07-26,5,Thursday,26,207,30,July,7,3,2007,2,1,2008,1
20070727,2007-07-27,6,Friday,27,208,30,July,7,3,2007,2,1,2008,1
20070728,2007-07-28,7,Saturday,28,209,30,July,7,3,2007,2,1,2008,1
20070729,2007-07-29,1,Sunday,29,210,31,July,7,3,2007,2,1,2008,1
20070730,2007-07-30,2,Monday,30,211,31,July,7,3,2007,2,1,2008,1
20070731,2007-07-31,3,Tuesday,31,212,31,July,7,3,2007,2,1,2008,1
20070801,2007-08-01,4,Wednesday,1,213,31,August,8,3,2007,2,1,2008,1
20070802,2007-08-02,5,Thursday,2,214,31,August,8,3,2007,2,1,2008,1
20070803,2007-08-03,6,Friday,3,215,31,August,8,3,2007,2,1,2008,1
20070804,2007-08-04,7,Saturday,4,216,31,August,8,3,2007,2,1,2008,1
20070805,2007-08-05,1,Sunday,5,217,32,August,8,3,2007,2,1,2008,1
20070806,2007-08-06,2,Monday,6,218,32,August,8,3,2007,2,1,2008,1
20070807,2007-08-07,3,Tuesday,7,219,32,August,8,3,2007,2,1,2008,1
20070808,2007-08-08,4,Wednesday,8,220,32,August,8,3,2007,2,1,2008,1
20070809,2007-08-09,5,Thursday,9,221,32,August,8,3,2007,2,1,2008,1
20070810,2007-08-10,6,Friday,10,222,32,August,8,3,2007,2,1,2008,1
20070811,2007-08-11,7,Saturday,11,223,32,August,8,3,2007,2,1,2008,1
20070812,2007-08-12,1,Sunday,12,224,33,August,8,3,2007,2,1,2008,1
20070813,2007-08-13,2,Monday,13,225,33,August,8,3,2007,2,1,2008,1
20070814,2007-08-14,3,Tuesday,14,226,33,August,8,3,2007,2,1,2008,1
20070815,2007-08-15,4,Wednesday,15,227,33,August,8,3,2007,2,1,2008,1
20070816,2007-08-16,5,Thursday,16,228,33,August,8,3,2007,2,1,2008,1
20070817,2007-08-17,6,Friday,17,229,33,August,8,3,2007,2,1,2008,1
20070818,2007-08-18,7,Saturday,18,230,33,August,8,3,2007,2,1,2008,1
20070819,2007-08-19,1,Sunday,19,231,34,August,8,3,2007,2,1,2008,1
20070820,2007-08-20,2,Monday,20,232,34,August,8,3,2007,2,1,2008,1
20070821,2007-08-21,3,Tuesday,21,233,34,August,8,3,2007,2,1,2008,1
20070822,2007-08-22,4,Wednesday,22,234,34,August,8,3,2007,2,1,2008,1
20070823,2007-08-23,5,Thursday,23,235,34,August,8,3,2007,2,1,2008,1
20070824,2007-08-24,6,Friday,24,236,34,August,8,3,2007,2,1,2008,1
20070825,2007-08-25,7,Saturday,25,237,34,August,8,3,2007,2,1,2008,1
20070826,2007-08-26,1,Sunday,26,238,35,August,8,3,2007,2,1,2008,1
20070827,2007-08-27,2,Monday,27,239,35,August,8,3,2007,2,1,2008,1
20070828,2007-08-28,3,Tuesday,28,240,35,August,8,3,2007,2,1,2008,1
20070829,2007-08-29,4,Wednesday,29,241,35,August,8,3,2007,2,1,2008,1
20070830,2007-08-30,5,Thursday,30,242,35,August,8,3,2007,2,1,2008,1
20070831,2007-08-31,6,Friday,31,243,35,August,8,3,2007,2,1,2008,1
20070901,2007-09-01,7,Saturday,1,244,35,September,9,3,2007,2,1,2008,1
20070902,2007-09-02,1,Sunday,2,245,36,September,9,3,2007,2,1,2008,1
20070903,2007-09-03,2,Monday,3,246,36,September,9,3,2007,2,1,2008,1
20070904,2007-09-04,3,Tuesday,4,247,36,September,9,3,2007,2,1,2008,1
20070905,2007-09-05,4,Wednesday,5,248,36,September,9,3,2007,2,1,2008,1
20070906,2007-09-06,5,Thursday,6,249,36,September,9,3,2007,2,1,2008,1
20070907,2007-09-07,6,Friday,7,250,36,September,9,3,2007,2,1,2008,1
20070908,2007-09-08,7,Saturday,8,251,36,September,9,3,2007,2,1,2008,1
20070909,2007-09-09,1,Sunday,9,252,37,September,9,3,2007,2,1,2008,1
20070910,2007-09-10,2,Monday,10,253,37,September,9,3,2007,2,1,2008,1
20070911,2007-09-11,3,Tuesday,11,254,37,September,9,3,2007,2,1,2008,1
