DateKey,ProductAlternateKey,UnitCost,UnitsIn,InventoryInValue
20080502,BK-T79Y-46,454.58,93,42275.939999999995
20080502,BK-T79Y-50,649.76,39,25340.64
20080502,BK-T79Y-54,660.55,17,11229.349999999999
20080502,BK-T79Y-60,478.64,76,36376.64
20080502,FR-M21B-42,73.03,92,6718.76
20080502,FR-M21B-44,75.82,57,4321.74
20080502,FR-M21B-48,96.05,81,7780.05
20080502,FR-M21S-44,96.29,80,7703.200000000001
20080502,FR-M21S-52,80.04,102,8164.080000000001
20080502,FR-M63S-40,121.13,182,22045.66
20080502,FR-M63S-42,122.19,134,16373.46
20080502,FR-M94B-38,404.44,122,49341.68
20080502,FR-M94B-42,343.0,45,15435.0
20080502,FR-M94S-38,445.9,42,18727.8
20080502,FR-R72Y-38,210.85,6,1265.1
20080502,FR-R72Y-44,190.27,127,24164.29
20080502,FR-T67Y-50,107.04,116,12416.640000000001
20080502,FR-T67Y-62,113.64,119,13523.16
20080502,FR-T98U-54,301.42,55,16578.100000000002
20080502,FR-T98Y-54,326.54,130,42450.200000000004
20080505,BK-M68B-46,649.6,4,2598.4
20080505,BK-T79Y-60,480.07,14,6720.98
20080506,BK-R19B-58,259.95,16,4159.2
20080506,BK-T79U-54,668.54,24,16044.96
20080508,BK-M68B-42,719.58,13,9354.54
20080508,BK-M68B-46,649.21,24,15581.04
20080511,BK-M68S-42,748.77,26,19468.02
20080511,BK-R19B-48,186.0,5,930.0
20080513,BK-M18B-44,193.57,23,4452.11
20080513,BK-M68B-42,720.57,4,2882.28
20080514,BK-R19B-48,185.51,7,1298.57
20080514,BK-T18U-62,209.4,22,4606.8
20080515,BK-R79Y-48,621.36,19,11805.84
20080516,BK-R19B-52,242.2,9,2179.7999999999997
20080516,BK-R64Y-42,594.42,19,11293.98
20080516,BK-R64Y-48,418.19,3,1254.57
20080516,BK-R79Y-40,722.16,10,7221.599999999999
20080516,BK-T18Y-50,176.89,5,884.4499999999999
20080517,BK-M38S-42,322.44,25,8061.0
20080517,BK-M68B-38,733.17,12,8798.039999999999
20080517,BK-M68B-42,718.54,24,17244.96
20080517,BK-M68S-46,776.39,20,15527.8
20080517,BK-R64Y-38,428.45,11,4712.95
20080517,BK-R64Y-44,434.96,9,3914.64
20080518,BK-R64Y-40,520.14,21,10922.94
20080518,BK-R64Y-48,418.1,12,5017.200000000001
20080518,BK-R79Y-44,726.9,13,9449.699999999999
20080520,BK-M68B-46,653.47,16,10455.52
20080520,BK-M68S-38,727.32,26,18910.32
20080520,BK-R79Y-42,543.08,12,6516.960000000001
20080520,BK-R89B-58,941.86,25,23546.5
20080521,BK-R19B-48,186.04,8,1488.32
20080522,BK-M68B-38,731.62,14,10242.68
20080522,BK-R19B-44,201.94,20,4038.8
20080522,BK-R19B-52,241.59,26,6281.34
20080522,BK-T44U-54,378.8,9,3409.2000000000003
20080523,BK-T79Y-54,653.72,16,10459.52
20080524,BK-M68S-46,778.76,9,7008.84
20080524,BK-R19B-48,185.5,12,2226.0
20080524,BK-R19B-58,267.18,7,1870.26
20080524,BK-T18Y-62,166.9,2,333.8
20080526,BK-R89B-52,943.42,23,21698.66
20080526,BK-T79Y-46,448.48,7,3139.36
20080526,BK-T79Y-60,486.21,9,4375.889999999999
20080527,BK-M68S-42,744.18,22,16371.96
20080528,BK-M68B-38,735.48,6,4412.88
20080528,BK-R19B-58,263.35,4,1053.4
20080528,BK-R64Y-44,444.93,14,6229.02
20080528,BK-R64Y-48,421.52,24,10116.48
20080528,BK-R79Y-40,727.86,8,5822.88
20080528,BK-R79Y-44,724.05,15,10860.75
20080528,BK-R79Y-48,627.81,22,13811.82
20080528,BK-T18Y-50,175.21,9,1576.89
20080529,BK-T79Y-46,451.58,6,2709.48
20080530,BK-M38S-46,291.38,3,874.14
20080530,BK-M68S-46,785.85,6,4715.1
20080530,BK-R64Y-38,425.9,7,2981.2999999999997
20080531,BK-M18B-40,204.12,18,3674.16
20080531,BK-M68B-46,665.72,10,6657.200000000001
20080601,BK-R89B-48,914.31,21,19200.51
20080602,BK-M18B-40,204.93,17,3483.81
20080602,BK-M18B-42,160.86,30,4825.8
20080602,BK-M18B-44,190.59,29,5527.11
20080602,BK-M18B-48,177.36,40,7094.400000000001
20080602,BK-M18B-52,203.2,21,4267.2
20080602,BK-M18S-40,81.32,39,3171.4799999999996
20080602,BK-M18S-42,66.29,56,3712.2400000000002
20080602,BK-M18S-44,84.07,26,2185.8199999999997
20080602,BK-M18S-48,72.86,34,2477.24
20080602,BK-M18S-52,64.68,45,2910.6000000000004
20080602,BK-M38S-38,339.45,33,11201.85
20080602,BK-M38S-40,270.35,33,8921.550000000001
20080602,BK-M38S-42,319.57,35,11184.949999999999
20080602,BK-M38S-46,291.43,35,10200.050000000001
20080602,BK-M68B-38,739.52,128,94658.56
20080602,BK-M68B-42,724.48,115,83315.2
20080602,BK-M68B-46,663.39,85,56388.15
20080602,BK-M68S-38,736.35,102,75107.7
20080602,BK-M68S-42,746.79,63,47047.77
20080602,BK-M68S-46,779.26,91,70912.66
20080602,BK-R19B-44,203.43,40,8137.200000000001
20080602,BK-R19B-48,185.86,121,22489.06
20080602,BK-R19B-52,239.44,64,15324.16
20080602,BK-R19B-58,264.9,65,17218.5
20080602,BK-R64Y-38,423.56,58,24566.48
20080602,BK-R64Y-40,520.07,32,16642.24
20080602,BK-R64Y-42,603.59,49,29575.91
20080602,BK-R64Y-44,443.18,25,11079.5
20080602,BK-R64Y-48,426.9,51,21771.899999999998
20080602,BK-R79Y-40,727.7,101,73497.70000000001
20080602,BK-R79Y-42,546.59,84,45913.560000000005
20080602,BK-R79Y-44,719.34,25,17983.5
20080602,BK-R79Y-48,627.67,116,72809.72
20080602,BK-R89B-44,1041.94,54,56264.76
20080602,BK-R89B-48,914.4,38,34747.2
20080602,BK-R89B-52,936.91,18,16864.38
20080602,BK-R89B-58,933.64,31,28942.84
20080602,BK-R89R-58,1057.24,12,12686.880000000001
20080602,BK-T18U-44,195.71,29,5675.59
20080602,BK-T18U-50,165.36,69,11409.84
20080602,BK-T18U-54,169.02,50,8451.0
20080602,BK-T18U-58,192.49,43,8277.07
20080602,BK-T18U-62,209.18,40,8367.2
20080602,BK-T18Y-44,160.03,73,11682.19
20080602,BK-T18Y-50,175.63,80,14050.4
20080602,BK-T18Y-54,163.1,64,10438.4
20080602,BK-T18Y-58,165.97,25,4149.25
20080602,BK-T18Y-62,165.95,73,12114.349999999999
20080602,BK-T44U-46,412.33,62,25564.46
20080602,BK-T44U-50,379.31,29,10999.99
20080602,BK-T44U-54,379.05,99,37525.950000000004
20080602,BK-T44U-60,397.19,67,26611.73
20080602,BK-T79U-46,814.83,111,90446.13
20080602,BK-T79U-50,701.02,68,47669.36
20080602,BK-T79U-54,672.16,47,31591.519999999997
20080602,BK-T79U-60,653.57,80,52285.600000000006
20080602,BK-T79Y-46,450.68,93,41913.24
20080602,BK-T79Y-50,663.54,72,47774.88
20080602,BK-T79Y-54,649.08,29,18823.32
20080602,BK-T79Y-60,486.94,112,54537.28
20080602,FR-M21B-44,75.14,120,9016.8
20080602,FR-M21S-40,90.18,101,9108.18
20080602,FR-M21S-42,78.27,76,5948.5199999999995
20080602,FR-M94B-42,346.51,74,25641.739999999998
20080602,FR-M94S-38,451.23,100,45123.0
20080602,FR-M94S-46,472.33,114,53845.619999999995
20080602,FR-R38B-52,161.83,37,5987.71
20080602,FR-R38B-58,118.61,100,11861.0
20080602,FR-R72Y-38,212.12,104,22060.48
20080602,FR-T67U-54,133.18,21,2796.78
20080602,FR-T98U-54,303.16,166,50324.560000000005
20080602,FR-T98U-60,351.23,119,41796.37
20080602,FR-T98Y-60,285.23,48,13691.04
20080604,BK-R64Y-40,517.47,4,2069.88
20080606,BK-R19B-52,240.83,19,4575.77
20080606,BK-T18Y-44,159.37,22,3506.1400000000003
20080606,BK-T18Y-62,167.01,11,1837.11
20080607,BK-R64Y-40,522.3,25,13057.499999999998
20080608,BK-M68B-38,731.11,13,9504.43
20080608,BK-R19B-58,267.05,9,2403.4500000000003
20080610,BK-R64Y-38,424.82,24,10195.68
20080612,BK-M38S-38,336.1,17,5713.700000000001
20080612,BK-M38S-46,291.48,7,2040.3600000000001
20080612,BK-R89R-58,1043.72,15,15655.800000000001
20080612,BK-T18U-58,192.57,11,2118.27
20080613,BK-M68S-38,734.2,7,5139.400000000001
20080613,BK-R79Y-44,729.96,18,13139.28
20080614,BK-M18S-52,64.26,18,1156.68
20080614,BK-R89B-52,935.55,18,16839.899999999998
20080614,BK-T79Y-54,644.77,17,10961.09
20080615,BK-M68B-38,725.2,17,12328.400000000001
20080615,BK-M68B-42,719.19,16,11507.04
20080615,BK-M68S-38,730.31,19,13875.89
20080615,BK-R19B-44,200.73,28,5620.44
20080615,BK-R19B-58,268.97,7,1882.7900000000002
20080616,BK-R19B-52,238.95,15,3584.25
20080617,BK-M68S-42,749.98,9,6749.82
20080617,BK-M68S-46,770.71,26,20038.46
20080617,BK-R79Y-40,734.14,19,13948.66
20080618,BK-R79Y-42,548.07,10,5480.700000000001
20080618,BK-T79U-60,661.95,3,1985.8500000000001
20080618,BK-T79Y-60,495.35,12,5944.200000000001
20080619,BK-M68B-46,680.19,16,10883.04
20080620,BK-R79Y-48,626.44,19,11902.36
20080621,BK-R19B-58,271.78,15,4076.7
20080622,BK-T44U-54,385.02,11,4235.219999999999
20080622,BK-T79U-60,664.92,25,16623.0
20080623,BK-M68B-42,716.37,16,11461.92
20080623,BK-M68S-42,752.9,23,17316.7
20080623,BK-R64Y-42,610.03,13,7930.389999999999
20080624,BK-M38S-46,292.77,10,2927.7
20080624,BK-T79Y-50,661.3,8,5290.4
20080625,BK-M68B-38,725.68,24,17416.32
20080625,BK-M68S-38,725.55,13,9432.15
20080625,BK-R19B-52,239.15,18,4304.7
20080625,BK-R79Y-42,544.41,21,11432.609999999999
20080625,BK-T79Y-46,453.8,3,1361.4
20080626,BK-R64Y-44,451.13,12,5413.5599999999995
20080626,BK-T79U-54,670.97,20,13419.400000000001
20080627,BK-T79U-50,698.38,6,4190.28
20080628,BK-R19B-48,188.42,21,3956.8199999999997
20080628,BK-T79Y-46,452.03,11,4972.33
20080629,BK-M68B-46,692.45,21,14541.45
20080629,BK-R64Y-48,427.88,12,5134.5599999999995
20080629,BK-R79Y-44,742.12,2,1484.24
20080629,BK-R89B-48,912.57,26,23726.82
20080630,BK-M38S-42,322.59,23,7419.57
20080630,BK-R19B-58,271.82,5,1359.1
20080701,BK-M68S-38,724.0,25,18100.0
20080701,BK-R19B-44,201.92,23,4644.16
